RECEIVER_DOCUMENT_TYPE,RECEIVER_IDENTIFICATION_NUMBER,RECEIVER_NAME,RECEIVER_BANK,RECEIVER_ACCOUNT_TYPE,RECEIVER_ACCOUNT_NUMBER,DEBIT_AMOUNT,REFERENCE
5,000000000012827,"Juan Perez",1063,2,00000000000031752,928017.56,"RCIFWJ5470"
3,000000000016372,"Pedro Herrera",1060,1,00000000000004188,591396.52,"XYJKDQ9350"
1,000000000024592,"Carlos Gonzalez",1060,1,00000000000010679,964714.99,"5CNLEV2255"
4,000000000019548,"Pedro Herrera",1059,2,00000000000014943,866482.09,"LT7T1U3202"
4,000000000025308,"Gabriela Ortiz",1062,2,00000000000030268,620774.33,"7IJK280400"
3,000000000021279,"Sofia Morales",1063,1,00000000000008497,144632.10,"Z3VD5Y0965"
1,000000000013725,"Ana Martinez",1062,1,00000000000007384,400737.65,"EAQLSH0412"
4,000000000016519,"Juan Perez",1059,2,00000000000017348,693604.29,"G3N2SR6618"
2,000000000014963,"Maria Lopez",1059,2,00000000000032407,577975.30,"YOPTEY1903"
5,000000000025916,"Sofia Morales",1058,1,00000000000001385,618910.22,"4VDAZ00689"
5,000000000011580,"Carlos Gonzalez",1059,1,00000000000017782,94050.48,"30K1472846"
1,000000000020018,"Pedro Herrera",1061,1,00000000000023191,687546.17,"TDZHKP3019"
4,000000000027326,"Juan Perez",1062,1,00000000000002504,214369.25,"FUAWT75651"
4,000000000013853,"Pedro Herrera",1058,2,00000000000013245,758670.00,"OWUXEU0123"
3,000000000015002,"Sofia Morales",1061,2,00000000000011419,109598.39,"B6FDU77861"
1,000000000015475,"Gabriela Ortiz",1062,2,00000000000019462,115936.64,"BMKUCK3249"
3,000000000013272,"Juan Perez",1059,1,00000000000015988,836531.18,"GO4YMC4560"
5,000000000011735,"Juan Perez",1058,2,00000000000016821,880910.89,"2PHGUS5293"
1,000000000022446,"Juan Perez",1062,1,00000000000002642,903534.16,"MT1Y108303"
1,000000000023888,"Maria Lopez",1060,1,00000000000005882,823256.30,"ZICAX19756"
3,000000000016235,"Pedro Herrera",1059,1,00000000000018326,205460.26,"4B0XBM3849"
4,000000000028043,"Carlos Gonzalez",1063,1,00000000000025763,541678.58,"YDTI6G6737"
1,000000000011357,"Sofia Morales",1061,1,00000000000031789,981822.55,"PIP3XE8847"
5,000000000031984,"Sofia Morales",1060,1,00000000000018955,904773.12,"59U7P81023"
2,000000000009102,"Pedro Herrera",1058,2,00000000000006371,165058.96,"WFJSV85774"
5,000000000030221,"Luis Ramirez",1061,1,00000000000004585,95373.72,"FVI18P0697"
3,000000000029391,"Luis Ramirez",1060,1,00000000000004567,974454.78,"5BNAZ00291"
1,000000000009834,"Sofia Morales",1063,2,00000000000029533,34801.67,"9HT1I49891"
5,000000000025872,"Juan Perez",1059,1,00000000000002590,433089.22,"ZEQ8KK5031"
1,000000000013530,"Maria Lopez",1059,1,00000000000003395,686710.03,"3T5YPU2676"
5,000000000020039,"Sofia Morales",1061,2,00000000000006576,3368.84,"A4W2722718"
1,000000000003545,"Gabriela Ortiz",1058,1,00000000000028960,2956.24,"Y9BL2O6756"
2,000000000000059,"Ana Martinez",1058,2,00000000000006793,466049.14,"HEMOMR0851"
4,000000000014084,"Sofia Morales",1063,1,00000000000013750,356594.25,"VR0AVO7118"
3,000000000014161,"Pedro Herrera",1061,1,00000000000018522,68169.22,"KXYMOO3495"
4,000000000030268,"Sofia Morales",1060,1,00000000000029603,526924.51,"KGX17A1069"
2,000000000030623,"Carlos Gonzalez",1061,1,00000000000014918,395589.22,"IQ4NVQ3335"
1,000000000017895,"Sofia Morales",1063,1,00000000000008526,384131.97,"G8PWFH0951"
3,000000000023979,"Ana Martinez",1062,2,00000000000020005,247457.07,"PWAINM8422"
1,000000000009754,"Ana Martinez",1059,2,00000000000023280,866924.25,"CGCVRQ1566"
4,000000000015001,"Juan Perez",1059,1,00000000000000003,970443.82,"20HAZT1031"
3,000000000018548,"Sofia Morales",1059,2,00000000000015261,714653.49,"SYCV8B1437"
3,000000000004345,"Gabriela Ortiz",1058,1,00000000000005340,66733.15,"J3UFL63303"
1,000000000026012,"Maria Lopez",1059,1,00000000000018868,841511.20,"JIXQKE0970"
1,000000000018434,"Sofia Morales",1061,2,00000000000031624,114153.19,"KLY1ET2313"
4,000000000028086,"Sofia Morales",1058,1,00000000000028144,976568.89,"GZSPH48630"
3,000000000008338,"Sofia Morales",1059,2,00000000000009072,960317.60,"NST1FP3167"
4,000000000007670,"Sofia Morales",1059,2,00000000000012408,789758.04,"174U7O6148"
2,000000000008836,"Luis Ramirez",1059,1,00000000000016101,215999.32,"AE32X19142"
2,000000000030503,"Maria Lopez",1059,1,00000000000003154,416763.52,"MX87DX1622"
5,000000000030510,"Maria Lopez",1062,2,00000000000017466,931385.45,"RR62543706"
2,000000000032007,"Maria Lopez",1059,1,00000000000013442,471857.39,"NE9PT42146"
4,000000000019252,"Sofia Morales",1062,1,00000000000005628,325026.91,"FK62HG8185"
3,000000000026447,"Sofia Morales",1061,2,00000000000010091,490181.06,"XQCCXL9027"
2,000000000029030,"Sofia Morales",1059,1,00000000000011912,420252.70,"VE4HTC8896"
4,000000000030495,"Ana Martinez",1060,1,00000000000005907,633006.83,"8E1OBA8776"
3,000000000019276,"Ana Martinez",1060,2,00000000000019441,984476.43,"9PESZC3425"
2,000000000027291,"Luis Ramirez",1062,1,00000000000000635,513534.15,"FP5XPZ8763"
1,000000000007977,"Juan Perez",1061,1,00000000000018294,219055.05,"RPR1XQ4687"
3,000000000015440,"Carlos Gonzalez",1061,2,00000000000012267,662431.91,"3E67W62264"
1,000000000009711,"Carlos Gonzalez",1062,1,00000000000022511,696964.96,"P8YZCY5175"
3,000000000023519,"Juan Perez",1060,1,00000000000030820,807674.35,"ZERBY61990"
1,000000000010090,"Maria Lopez",1060,1,00000000000017885,508129.16,"67RPKW4979"
1,000000000007773,"Pedro Herrera",1059,2,00000000000031606,761029.92,"YAG1EM6631"
5,000000000016258,"Gabriela Ortiz",1061,1,00000000000025112,176126.32,"Y8LSWH8892"
4,000000000016821,"Maria Lopez",1062,2,00000000000030218,578679.53,"8M32773045"
4,000000000009624,"Pedro Herrera",1058,2,00000000000008232,654458.80,"17Y4V02331"
2,000000000029941,"Luis Ramirez",1060,1,00000000000001367,155250.17,"ERH0JH6412"
4,000000000016311,"Sofia Morales",1062,1,00000000000028015,939832.29,"TKXYI92717"
2,000000000023537,"Luis Ramirez",1061,1,00000000000014509,262659.21,"0RA6E48558"
1,000000000011467,"Sofia Morales",1059,2,00000000000007401,420283.07,"LJH1QO1890"
3,000000000027017,"Juan Perez",1062,2,00000000000004579,605591.88,"GZ18VF4355"
1,000000000019860,"Luis Ramirez",1061,2,00000000000024694,720637.88,"3X31QK0485"
5,000000000029647,"Pedro Herrera",1063,2,00000000000023940,419080.84,"LYSJ807869"
3,000000000029395,"Juan Perez",1061,2,00000000000006613,698595.60,"51IQ225375"
2,000000000004737,"Sofia Morales",1063,1,00000000000029399,215042.01,"9QP8G81586"
5,000000000014766,"Juan Perez",1059,2,00000000000007458,616666.23,"KW0X4N3369"
3,000000000009110,"Carlos Gonzalez",1061,2,00000000000005194,129969.81,"KR5AU96816"
1,000000000028746,"Gabriela Ortiz",1058,2,00000000000007473,128210.23,"B2PMN55007"
2,000000000016498,"Carlos Gonzalez",1063,1,00000000000013619,166717.88,"FTMR170992"
2,000000000014365,"Sofia Morales",1063,1,00000000000005271,190429.18,"ODSPW19354"
3,000000000020696,"Luis Ramirez",1058,1,00000000000000095,908085.18,"LJ2JGI7989"
2,000000000003770,"Ana Martinez",1062,2,00000000000024320,925749.43,"SMUQAT7825"
5,000000000022774,"Maria Lopez",1059,2,00000000000029338,880100.49,"REOCDA3539"
1,000000000003077,"Luis Ramirez",1058,2,00000000000009372,982227.21,"3RE4XS1440"
4,000000000025564,"Carlos Gonzalez",1058,2,00000000000024538,249182.72,"IA7IKM0866"
5,000000000010661,"Sofia Morales",1061,1,00000000000002105,140970.93,"GOCCMR2349"
5,000000000026091,"Sofia Morales",1059,2,00000000000022822,311732.02,"0ZRCEC0798"
5,000000000014017,"Sofia Morales",1059,2,00000000000011074,387834.98,"L09YCQ9728"
2,000000000001314,"Maria Lopez",1062,2,00000000000000479,21982.40,"XM26MV7618"
2,000000000030446,"Carlos Gonzalez",1060,1,00000000000022558,711516.54,"0ENYG81974"
4,000000000008904,"Juan Perez",1063,1,00000000000030203,189750.42,"5RPV4Z5040"
4,000000000029505,"Ana Martinez",1061,1,00000000000031717,382105.01,"MDH4N78390"
1,000000000019619,"Sofia Morales",1058,2,00000000000006266,911848.99,"BVKFLZ2558"
1,000000000005635,"Ana Martinez",1063,1,00000000000014948,140532.56,"RJMDYQ1071"
5,000000000018776,"Maria Lopez",1063,2,00000000000017232,739932.72,"2I8CWP2828"
1,000000000022564,"Gabriela Ortiz",1061,1,00000000000002896,720919.57,"KTUTE02086"
2,000000000029538,"Luis Ramirez",1058,1,00000000000008064,349049.47,"K35Y1O0800"
1,000000000013175,"Maria Lopez",1059,2,00000000000017760,51629.10,"EFQ4SO9437"
2,000000000010024,"Luis Ramirez",1058,1,00000000000025843,846767.43,"PAU3T52174"
3,000000000006199,"Pedro Herrera",1062,1,00000000000018830,942220.15,"AHEHHT2006"
2,000000000003849,"Juan Perez",1060,1,00000000000025258,870417.96,"AMIC939421"
1,000000000032678,"Maria Lopez",1058,1,00000000000011920,703057.67,"WU6QXC2203"
2,000000000025458,"Juan Perez",1060,2,00000000000020908,761424.14,"O3WL483015"
3,000000000023579,"Juan Perez",1058,2,00000000000017160,282374.99,"GLCPNY7380"
4,000000000004139,"Carlos Gonzalez",1062,2,00000000000028167,537037.59,"JHFUMR3855"
3,000000000000674,"Carlos Gonzalez",1060,1,00000000000016133,629847.70,"O3RN9T4379"
5,000000000027059,"Juan Perez",1061,1,00000000000013721,372731.26,"YWNF259430"
1,000000000018102,"Maria Lopez",1063,1,00000000000032052,840115.07,"2JTRPT7344"
3,000000000015380,"Ana Martinez",1058,1,00000000000031650,55313.23,"FGJ9Z81963"
4,000000000011672,"Carlos Gonzalez",1062,1,00000000000020123,847008.60,"8DC3KD8508"
3,000000000013812,"Carlos Gonzalez",1061,2,00000000000004524,958836.34,"H9ZIP45339"
1,000000000003547,"Gabriela Ortiz",1061,2,00000000000018315,616053.21,"OFUWGD0495"
4,000000000029081,"Pedro Herrera",1062,2,00000000000016665,532025.58,"UPUOSO5317"
2,000000000027289,"Sofia Morales",1063,1,00000000000027426,963546.05,"NLCODB7692"
4,000000000023903,"Ana Martinez",1058,1,00000000000025505,708057.95,"EM0N4L0607"
3,000000000003118,"Sofia Morales",1059,2,00000000000014922,834174.46,"ZC7KFD3727"
5,000000000009700,"Luis Ramirez",1060,1,00000000000008687,914339.86,"EA2GR72371"
3,000000000015484,"Pedro Herrera",1060,1,00000000000005933,328178.70,"9ZSWE76011"
2,000000000014928,"Juan Perez",1058,1,00000000000019840,452633.50,"MHEPXB8428"
2,000000000006258,"Gabriela Ortiz",1062,1,00000000000003643,427339.41,"UHGRYT3144"
3,000000000020794,"Juan Perez",1059,1,00000000000019752,215776.82,"JKKW001368"
4,000000000020683,"Gabriela Ortiz",1063,2,00000000000031525,988381.72,"G26FOC2505"
4,000000000011539,"Juan Perez",1063,1,00000000000017796,176852.09,"MCVJ3S2007"
1,000000000020361,"Luis Ramirez",1062,1,00000000000016846,986821.78,"YXDYJA1162"
5,000000000027006,"Juan Perez",1061,1,00000000000024883,48947.45,"Z47JSG0014"
3,000000000005525,"Pedro Herrera",1062,2,00000000000026214,63434.77,"JI9PIE1406"
2,000000000015386,"Pedro Herrera",1062,2,00000000000029228,517329.19,"R5BNVR7808"
4,000000000026399,"Pedro Herrera",1058,2,00000000000001817,780320.90,"GTX2WJ8197"
2,000000000021287,"Maria Lopez",1061,1,00000000000023230,891070.03,"WNL30M0465"
4,000000000000903,"Juan Perez",1063,2,00000000000014242,584016.41,"QSBSR72859"
1,000000000032485,"Ana Martinez",1061,2,00000000000015050,373499.36,"HHHQNS9748"
1,000000000015075,"Sofia Morales",1063,2,00000000000024158,613834.60,"BV84K86341"
5,000000000031860,"Juan Perez",1061,1,00000000000004828,486165.15,"WH4M2D4583"
5,000000000017361,"Ana Martinez",1058,2,00000000000019446,668825.06,"GULWOY7825"
2,000000000023577,"Maria Lopez",1063,2,00000000000003894,218352.26,"EP15R28567"
4,000000000002243,"Gabriela Ortiz",1059,2,00000000000012736,462999.18,"FQGBOX1719"
1,000000000004058,"Pedro Herrera",1060,2,00000000000001151,206899.94,"TJ9OP35778"
2,000000000000310,"Pedro Herrera",1063,2,00000000000005905,980986.83,"BC639D5313"
3,000000000017031,"Luis Ramirez",1060,1,00000000000016708,679622.39,"Q1Y9GH6408"
3,000000000003235,"Gabriela Ortiz",1060,1,00000000000017548,233114.99,"2KWHO74801"
5,000000000005510,"Ana Martinez",1062,1,00000000000014049,181846.81,"5R983R9901"
4,000000000014923,"Ana Martinez",1060,2,00000000000004303,842950.31,"DQZGYR1010"
4,000000000012782,"Luis Ramirez",1063,1,00000000000005600,169851.21,"X5PA3B3182"
5,000000000027814,"Gabriela Ortiz",1061,1,00000000000012787,3943.20,"1S2DO20657"
5,000000000020143,"Sofia Morales",1060,1,00000000000027535,151600.04,"TUMIXW6667"
2,000000000025941,"Luis Ramirez",1058,2,00000000000024776,648594.02,"OUDYB52616"
2,000000000030882,"Maria Lopez",1059,2,00000000000025361,903647.52,"I2EPJQ7608"
3,000000000001162,"Luis Ramirez",1060,2,00000000000010152,51714.78,"L067NM3348"
3,000000000019709,"Maria Lopez",1063,1,00000000000021554,391527.09,"4R88BV4002"
3,000000000013124,"Pedro Herrera",1061,1,00000000000003677,790185.74,"GYHRIE5567"
3,000000000031139,"Pedro Herrera",1059,1,00000000000025024,21895.15,"MZ0L7H3920"
2,000000000021496,"Juan Perez",1059,2,00000000000017321,2351.20,"QJLZRJ0742"
3,000000000022033,"Gabriela Ortiz",1060,1,00000000000003038,13282.65,"DI84FG8148"
1,000000000026048,"Carlos Gonzalez",1062,2,00000000000000728,599483.43,"G9N1LS1396"
5,000000000011565,"Sofia Morales",1058,2,00000000000017068,312040.26,"6MROG76961"
1,000000000013276,"Ana Martinez",1059,2,00000000000025103,613152.68,"3XC08C7577"
4,000000000005469,"Carlos Gonzalez",1058,1,00000000000019252,838237.69,"A6GPW70238"
5,000000000028873,"Gabriela Ortiz",1061,1,00000000000018460,746367.97,"ZIKVGG7169"
5,000000000029548,"Gabriela Ortiz",1063,2,00000000000013939,30524.99,"4EEO300199"
1,000000000029504,"Maria Lopez",1062,2,00000000000018015,831248.77,"9R6N0R2197"
4,000000000014082,"Maria Lopez",1060,1,00000000000005214,944586.71,"08E9TL4202"
2,000000000002160,"Luis Ramirez",1062,1,00000000000012012,702571.43,"0WR6ND3093"
1,000000000009743,"Ana Martinez",1062,1,00000000000011289,326941.72,"GH7W1U0924"
4,000000000003021,"Gabriela Ortiz",1058,1,00000000000030388,40204.90,"AFE6NS4827"
3,000000000025405,"Sofia Morales",1059,2,00000000000022975,842764.66,"ENOKZV1274"
2,000000000028898,"Gabriela Ortiz",1063,2,00000000000013622,736910.68,"QGCSBK8916"
4,000000000027422,"Maria Lopez",1061,1,00000000000017537,112827.98,"PJ5G7D3515"
2,000000000012913,"Carlos Gonzalez",1059,1,00000000000027386,54913.81,"EMRLH93741"
4,000000000020089,"Gabriela Ortiz",1059,2,00000000000017810,530510.27,"AW09CG2769"
1,000000000013293,"Carlos Gonzalez",1062,2,00000000000007493,382917.08,"FIDVYX3625"
2,000000000026952,"Pedro Herrera",1062,1,00000000000000131,166149.14,"HG6FPW8680"
1,000000000022715,"Carlos Gonzalez",1061,2,00000000000016336,434057.49,"6SE97X7751"
2,000000000010172,"Luis Ramirez",1062,1,00000000000028860,301095.11,"TZKDTR0077"
3,000000000017167,"Luis Ramirez",1060,2,00000000000001332,480430.53,"KAVTTS0043"
4,000000000025895,"Sofia Morales",1062,2,00000000000031665,447285.79,"N1QY9I7265"
2,000000000017454,"Carlos Gonzalez",1063,2,00000000000003077,55503.44,"GMXJ2G6113"
1,000000000009573,"Luis Ramirez",1060,2,00000000000008401,128105.90,"VLHVNZ6133"
5,000000000022090,"Maria Lopez",1060,2,00000000000000643,673103.53,"MNVSV99733"
1,000000000024538,"Juan Perez",1059,2,00000000000000884,466237.20,"1S65CE7872"
5,000000000025948,"Luis Ramirez",1061,1,00000000000005670,343368.31,"HPAFBN6148"
2,000000000027928,"Ana Martinez",1060,1,00000000000002317,336560.42,"8R74YG2295"
4,000000000029797,"Pedro Herrera",1061,1,00000000000021927,69858.18,"ZWW05K1524"
3,000000000012595,"Luis Ramirez",1058,2,00000000000008616,511311.24,"MGP6151248"
4,000000000010162,"Carlos Gonzalez",1058,2,00000000000011571,324585.12,"91F7TZ8569"
2,000000000011630,"Gabriela Ortiz",1061,2,00000000000020476,595478.16,"1FV8IX2309"
2,000000000008836,"Luis Ramirez",1059,2,00000000000019302,527520.51,"V8M3XF6498"
1,000000000023005,"Luis Ramirez",1059,1,00000000000015657,531263.33,"K4ZA563819"
2,000000000006476,"Ana Martinez",1058,2,00000000000009845,558770.56,"VNO0U11327"
2,000000000024412,"Gabriela Ortiz",1062,1,00000000000003167,894611.83,"R05CBU7154"
2,000000000030015,"Gabriela Ortiz",1059,1,00000000000026752,544888.01,"6113AL1675"
4,000000000003945,"Maria Lopez",1063,1,00000000000023531,202856.83,"U2H7S18153"
2,000000000027309,"Juan Perez",1060,2,00000000000022177,629112.09,"17304Z8524"
2,000000000017584,"Maria Lopez",1063,2,00000000000014688,92506.26,"L3TQM31135"
4,000000000014259,"Luis Ramirez",1062,2,00000000000003281,454303.99,"YQ468J5398"
1,000000000020271,"Ana Martinez",1062,2,00000000000014631,643430.92,"NRRPHT3730"
1,000000000003966,"Maria Lopez",1059,1,00000000000029784,512928.84,"ATAFGV5108"
2,000000000018858,"Juan Perez",1061,2,00000000000023091,893349.17,"2ID3GZ2379"
1,000000000022653,"Carlos Gonzalez",1060,1,00000000000028936,227440.75,"4VHR239258"
5,000000000009843,"Pedro Herrera",1062,1,00000000000032269,826760.53,"B99E9A6391"
3,000000000005824,"Carlos Gonzalez",1058,2,00000000000005265,321211.56,"MMY3468393"
3,000000000022562,"Pedro Herrera",1059,2,00000000000004443,708403.05,"V5M8GT1554"
5,000000000028083,"Gabriela Ortiz",1063,1,00000000000023612,19451.99,"OQFYEH5784"
1,000000000005409,"Maria Lopez",1061,1,00000000000001671,52978.65,"XFFL2S2128"
4,000000000017818,"Carlos Gonzalez",1060,1,00000000000023636,802115.44,"BQHTBR3513"
4,000000000004817,"Luis Ramirez",1062,1,00000000000012855,25787.67,"5M64XY9315"
2,000000000025377,"Carlos Gonzalez",1059,2,00000000000019247,857769.50,"3JLUU22196"
5,000000000011453,"Ana Martinez",1058,2,00000000000007019,784966.07,"925R3V6254"
5,000000000017260,"Pedro Herrera",1062,2,00000000000015115,163407.48,"AESIKB9253"
2,000000000023075,"Maria Lopez",1058,1,00000000000010456,10248.50,"UMT8960188"
3,000000000026311,"Sofia Morales",1062,2,00000000000017674,714312.68,"QFEK6P6784"
5,000000000019315,"Pedro Herrera",1059,1,00000000000025980,199625.33,"1NBMQ38714"
2,000000000012488,"Luis Ramirez",1063,1,00000000000009406,373798.75,"06PTTO6614"
4,000000000031012,"Pedro Herrera",1059,1,00000000000027327,703136.91,"KQU3PT2173"
5,000000000000955,"Luis Ramirez",1060,1,00000000000018244,373838.05,"IY21ZD4193"
5,000000000025414,"Luis Ramirez",1059,2,00000000000006288,515470.91,"5XDLSO7071"
2,000000000014559,"Gabriela Ortiz",1058,2,00000000000025352,193045.25,"KG4VT84058"
4,000000000026765,"Ana Martinez",1058,2,00000000000008271,772858.35,"VLI00B0633"
2,000000000021019,"Gabriela Ortiz",1058,1,00000000000003363,226998.51,"15KKLE9409"
1,000000000014118,"Sofia Morales",1059,2,00000000000003197,956215.66,"3JAQMJ8167"
4,000000000031052,"Juan Perez",1061,2,00000000000024241,502845.08,"VPCOFK6413"
2,000000000005904,"Maria Lopez",1060,2,00000000000015381,662506.34,"XYH8IB4995"
3,000000000025430,"Ana Martinez",1061,2,00000000000001780,64733.56,"NQ4YOZ5940"
1,000000000010525,"Pedro Herrera",1063,2,00000000000000977,392452.85,"7U4A7M8819"
5,000000000001739,"Juan Perez",1062,1,00000000000005862,652449.25,"EZX4ZU8648"
2,000000000002966,"Carlos Gonzalez",1062,1,00000000000013870,745570.72,"5O5G9R5980"
1,000000000026511,"Maria Lopez",1062,2,00000000000030952,413703.23,"Y4SVZ68165"
3,000000000004661,"Pedro Herrera",1060,1,00000000000011096,990282.55,"R1LPZE9057"
5,000000000002473,"Gabriela Ortiz",1063,1,00000000000024168,764270.73,"1YDIFY9258"
4,000000000022374,"Gabriela Ortiz",1061,2,00000000000021160,156713.56,"DA5VH28941"
3,000000000019946,"Pedro Herrera",1063,2,00000000000012058,415357.93,"FFPG1T7475"
1,000000000011905,"Carlos Gonzalez",1063,2,00000000000027782,895489.90,"HMVPO54610"
5,000000000013484,"Sofia Morales",1061,2,00000000000021929,450889.52,"44UE3P9133"
5,000000000006064,"Juan Perez",1058,1,00000000000001757,640202.41,"8N5C3Y5087"
5,000000000026670,"Luis Ramirez",1063,1,00000000000007754,728220.28,"GMJS5X6125"
3,000000000015487,"Carlos Gonzalez",1061,1,00000000000002668,715948.19,"K0W5FA6081"
3,000000000025635,"Juan Perez",1058,1,00000000000002608,229910.54,"LG08E05018"
1,000000000007268,"Sofia Morales",1058,1,00000000000014731,251527.53,"ME7VJC3208"
3,000000000010691,"Ana Martinez",1060,1,00000000000000517,239104.72,"SXXYJ72065"
3,000000000022509,"Pedro Herrera",1058,2,00000000000008083,431371.54,"1FWT222581"
2,000000000010565,"Ana Martinez",1060,2,00000000000008552,35481.40,"6CC0DI1180"
2,000000000003771,"Luis Ramirez",1063,1,00000000000009847,956269.32,"4214KB8943"
1,000000000016628,"Ana Martinez",1061,1,00000000000014371,530038.88,"SJ6L7G4772"
2,000000000002362,"Maria Lopez",1058,1,00000000000024517,12707.63,"IBCKHL1741"
1,000000000015964,"Pedro Herrera",1061,1,00000000000005240,721557.95,"7FW2R52424"
3,000000000012307,"Ana Martinez",1062,1,00000000000020333,805039.92,"DR1DAW1623"
1,000000000029692,"Luis Ramirez",1062,2,00000000000005025,82184.47,"DE501J2723"
4,000000000022156,"Maria Lopez",1063,2,00000000000002678,539985.07,"JH8CVM2683"
2,000000000009799,"Gabriela Ortiz",1061,2,00000000000009647,82890.95,"QOJ9LZ9516"
